taxon	Kingdom	Phylum	Class	Order	Family	Genus	Species	confidence	label	dominant_habitat
e5364fbe0b8ec8da95c6aa237a025e84	Bacteria	Chloroflexi	Anaerolineae	S0208				0.9999996451007779	Chloroflexi	No abundance
873767fe3e8b490e7fe9e796cf2091cb	Bacteria	WS3	PRR-12	Sediment-1				0.8652965411370851	WS3	No abundance
e80beac402e60ba8a29b5f3496de5d43	Bacteria	Verrucomicrobia	[Pedosphaerae]					0.9927668176195054	Verrucomicrobia	No abundance
7e025c6496786d1863c9522112dc6ef4	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	mitochondria	Saprolegnia	ferax	0.9988288369352238	Proteobacteria	No abundance
bb4e5bad2a744ba1f232cf5cc7199d7f	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae			0.987164476746451	Firmicutes	No abundance
e17b9c86acf76d74b1eedb844900ecb0	Bacteria	Chlorobi	BSV26	C20				0.9974770981076957	Chlorobi	No abundance
636ec87c2b19e8df6d8407c5946d4092	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae			0.9999999757285142	Planctomycetes	No abundance
8cc77d86e8679f215bbd2d3866c9e854	Bacteria	Cyanobacteria	ML635J-21					0.9426564697198677	Cyanobacteria	No abundance
557c31834256614309cb1b9e501a420c	Bacteria	Proteobacteria	Gammaproteobacteria					0.9912431539413422	Proteobacteria	No abundance
a0ffe73e7d7adbafe6ae0ed5b75047e3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		0.9999313197293782	Bacteroidetes	No abundance
00ccd56a5347087beff426272038da9c	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae			0.999998243927287	Proteobacteria	No abundance
4a5d53e78cd7c4a1bc18e165ca6a2d0c	Bacteria	Firmicutes	Clostridia	Clostridiales				0.7502321532555041	Firmicutes	No abundance
d98859b0dcd07bf30a6f05276692765d	Bacteria	OD1	SM2F11					0.9999999991531041	OD1	No abundance
2dd9aff34d1cc11a72f41277aa1ee0d2	Bacteria	Chloroflexi	Gitt-GS-136					0.9982798344668018	Chloroflexi	No abundance
01e58a0ce81faedb8c507885be39aef1	Bacteria							0.9984662840533669	01e58a0c	No abundance
3efc5a6db4fec91ad6eb3f43d315e795	Bacteria							0.9999999999956786	3efc5a6d	No abundance
7da0992aa8ed395f48f00780c11a28d7	Bacteria							0.9777170392933916	7da0992a	No abundance
365df5d7e5da5f567c549da281d1bc52	Bacteria	Proteobacteria	Betaproteobacteria					0.9981829220359834	Proteobacteria	No abundance
df053cb948f1aed227182ca17dae7485	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae			0.7416647240209816	Proteobacteria	No abundance
7bb105b564541dbc7b6aa04d806894f2	Bacteria	Verrucomicrobia	[Methylacidiphilae]	S-BQ2-57				0.9630088066145537	Verrucomicrobia	No abundance
dad030274dd35885a93ad145e14bf1bf	Bacteria	Proteobacteria	Gammaproteobacteria					0.9941733359529514	Proteobacteria	No abundance
19aaebc89047720472a46c8450b1ecc7	Bacteria	Proteobacteria	Gammaproteobacteria					0.9995220731331605	Proteobacteria	No abundance
2edc66aad104c869756ce02f34572b49	Bacteria	Proteobacteria	Betaproteobacteria	Procabacteriales	Procabacteriaceae			0.8813826214835678	Proteobacteria	No abundance
fa5b587372d1cc019fc8ea84d3792ac8	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales				0.9869989171543946	Elusimicrobia	No abundance
ca3f5b2feb423d9d3d54225d5b0b35c4	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae			0.8291235162113598	Proteobacteria	No abundance
e9dbf91eeea9ddd2a5832607f127e6bf	Bacteria	Proteobacteria	Alphaproteobacteria					0.9777984396533982	Proteobacteria	No abundance
19670be90d3f68c17d05da1b5caaa021	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	mitochondria			0.8915184392095339	Proteobacteria	No abundance
eda4bbb239aa774f22afaf9f73c08679	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae			0.9950275907739484	Proteobacteria	No abundance
7f31912e1d91e22e8c7483b00c716d55	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales				0.9502728836036091	Bacteroidetes	No abundance
8e4cce6d29eb494deddeffffada31260	Bacteria	Planctomycetes	[Brocadiae]	Brocadiales	Brocadiaceae	Candidatus Scalindua		0.9999957386918497	Planctomycetes	No abundance
c1a8c3a78d3ab3dc6cc6fcf31532e07f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			0.702290100643972	Proteobacteria	No abundance
026cddce43aff23efe6dec3699cf9f4c	Bacteria	Proteobacteria	Alphaproteobacteria					0.9991028508915334	Proteobacteria	No abundance
7ed04769e13d0b354a01d6e6ebe6dea6	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales				0.9553639834944043	Proteobacteria	No abundance
bb6050982b0093f66c94a819b06963ad	Bacteria							0.9122704026384243	bb605098	No abundance
bd49b7da7045dba20ddb1583c5e43bd4	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		0.9999937188154483	Proteobacteria	No abundance
f16cec4b248bdbd03d96a49bbe567f5c	Bacteria	GN02	3BR-5F					0.7005795021058528	GN02	No abundance
56d7a6f933a347c244b5dda2573b7b4e	Bacteria	Proteobacteria	Deltaproteobacteria					0.8966485433200752	Proteobacteria	No abundance
279bdbfd0758ef23baf4beb2266c96bf	Bacteria	Proteobacteria	Deltaproteobacteria	FAC87				0.7961952123654789	Proteobacteria	No abundance
72294178aa1b28b6296870c5eafa24e0	Bacteria	[Thermi]	Deinococci	Deinococcales	Deinococcaceae	Deinococcus		0.9999999999925961	[Thermi]	No abundance
917b1e1f37c8dbc5011cd0070a8831ea	Bacteria	Proteobacteria						0.9603604864411711	Proteobacteria	No abundance
75da04442a34af9a5e79afc2f2292dc1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	mitochondria	Vermamoeba	vermiformis	1.0	Proteobacteria	No abundance
a486a995507b1329e74ddaf57084c110	Bacteria	TM6	SJA-4					0.9983850186207875	TM6	No abundance
ca64131297dc5986ab6bc5db4a70b100	Bacteria	OD1						0.9992334969632373	OD1	No abundance
9ed68e155ec8f312ea00203e81c5e114	Archaea	[Parvarchaeota]	[Parvarchaea]	WCHD3-30				0.9999988760402011	[Parvarchaeota]	No abundance
75fcb7b7f3d3532048400f02e77f5980	Bacteria	OD1	ZB2					0.9988963684404976	OD1	No abundance
10b86c304594ec7a70fbac3a9e276dff	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	EB1017			0.9989209123441115	Actinobacteria	No abundance
f44de7339bb039ab0c95ed086920de55	Bacteria	Proteobacteria	Deltaproteobacteria					0.7621536023932266	Proteobacteria	No abundance
1e08e416194f6faf5d183f6458a1e74f	Bacteria	Proteobacteria	Deltaproteobacteria					0.9917520823373821	Proteobacteria	No abundance
0bea278bbb9dc3d05b57ef29c64adaa8	Bacteria	Chloroflexi	SAR202					0.9093704206267985	Chloroflexi	No abundance
38e9965e81e07e8fcb370d250dd23982	Bacteria	Proteobacteria	Deltaproteobacteria	MIZ46				0.9998213631865573	Proteobacteria	No abundance
115f17af9526ea026f3f60ea039c3997	Bacteria	OD1						0.9877175583182392	OD1	No abundance
dd9a77663d21a09a50f43af080d9afe9	Bacteria	GN02	3BR-5F					0.9993086268380111	GN02	No abundance
