gene_id	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	_col_annotations_json
ENSMUSG00000029581	10.3974369501109	10.5905442339507	10.6248393302637	10.6665160946629	10.5764573874757	10.5289966975195	10.4737400476902	10.4723415418127	10.5452719845513	10.8958402891243	10.8194469300555	10.97377528463	4.45529019005668	5.33330804341849	5.29000444667972	4.9546644534737	4.89365542222484	4.95019151255524	5.15782059219389	4.8912633845457	5.17220337764399	4.86602723891085	4.77770583491453	4.86986808910762	"{""Condition_genotype"": {""values"": [""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO""], ""type"": ""categorical"", ""colors"": {""KO"": ""#636EFA"", ""WT"": ""#EF553B""}}, ""Condition_treatment"": {""values"": [""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated""], ""type"": ""categorical"", ""colors"": {""Control"": ""#636EFA"", ""Treated"": ""#EF553B""}}, ""Condition_time"": {""values"": [""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H""], ""type"": ""categorical"", ""colors"": {""16H"": ""#636EFA"", ""1H"": ""#EF553B""}}, ""batch"": {""values"": [""b1"", ""b1"", ""b1"", ""b2"", ""b2"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b1"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b3"", ""b3"", ""b3"", ""b2""], ""type"": ""categorical"", ""colors"": {""b1"": ""#636EFA"", ""b2"": ""#EF553B"", ""b3"": ""#00CC96""}}}"
ENSMUSG00000001270	10.0003458499338	10.0519688591237	9.97092151382561	9.66844838356927	9.70919539026671	9.57895381560126	10.1651986389596	10.0490373728587	10.1696899456444	9.87142132074231	9.80498340456283	9.9640328415664	5.46692678843368	5.71965159350931	5.71890868460247	5.15807358094865	5.32229157505406	5.20646264033058	5.72240698644278	5.62176593114029	5.32897589080117	5.26872383095509	5.01144322630228	4.7489435429808	"{""Condition_genotype"": {""values"": [""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO""], ""type"": ""categorical"", ""colors"": {""KO"": ""#636EFA"", ""WT"": ""#EF553B""}}, ""Condition_treatment"": {""values"": [""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated""], ""type"": ""categorical"", ""colors"": {""Control"": ""#636EFA"", ""Treated"": ""#EF553B""}}, ""Condition_time"": {""values"": [""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H""], ""type"": ""categorical"", ""colors"": {""16H"": ""#636EFA"", ""1H"": ""#EF553B""}}, ""batch"": {""values"": [""b1"", ""b1"", ""b1"", ""b2"", ""b2"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b1"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b3"", ""b3"", ""b3"", ""b2""], ""type"": ""categorical"", ""colors"": {""b1"": ""#636EFA"", ""b2"": ""#EF553B"", ""b3"": ""#00CC96""}}}"
ENSMUSG00000046844	9.07042347290704	9.08902358522942	9.05941881347866	8.57797357130889	8.48932356415891	8.37487206794107	9.13411317549872	9.10588954453344	8.95401853203181	8.84856780143047	8.9089541121628	8.97911884161058	4.78109947758475	4.45529019005668	4.45529019005668	4.45529019005668	4.45529019005668	4.45529019005668	4.45529019005668	4.45529019005668	4.45529019005668	4.45529019005668	4.45529019005668	4.45529019005668	"{""Condition_genotype"": {""values"": [""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO""], ""type"": ""categorical"", ""colors"": {""KO"": ""#636EFA"", ""WT"": ""#EF553B""}}, ""Condition_treatment"": {""values"": [""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated""], ""type"": ""categorical"", ""colors"": {""Control"": ""#636EFA"", ""Treated"": ""#EF553B""}}, ""Condition_time"": {""values"": [""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H""], ""type"": ""categorical"", ""colors"": {""16H"": ""#636EFA"", ""1H"": ""#EF553B""}}, ""batch"": {""values"": [""b1"", ""b1"", ""b1"", ""b2"", ""b2"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b1"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b3"", ""b3"", ""b3"", ""b2""], ""type"": ""categorical"", ""colors"": {""b1"": ""#636EFA"", ""b2"": ""#EF553B"", ""b3"": ""#00CC96""}}}"
ENSMUSG00000021136	9.21059263510647	9.182220442985	9.11244297181019	9.2241697514319	9.32157986708201	9.18825881672884	9.15097508682547	9.16752719901575	9.15434884624955	9.29363283925959	9.23618391557136	9.40521093244246	5.01724899217895	5.03508996769192	4.75400593165997	4.9546644534737	4.99115774278979	4.74195284336865	4.77194872787513	4.98824452681194	4.87202177988319	4.45529019005668	4.91031585100019	5.10748538037154	"{""Condition_genotype"": {""values"": [""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO""], ""type"": ""categorical"", ""colors"": {""KO"": ""#636EFA"", ""WT"": ""#EF553B""}}, ""Condition_treatment"": {""values"": [""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated""], ""type"": ""categorical"", ""colors"": {""Control"": ""#636EFA"", ""Treated"": ""#EF553B""}}, ""Condition_time"": {""values"": [""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H""], ""type"": ""categorical"", ""colors"": {""16H"": ""#636EFA"", ""1H"": ""#EF553B""}}, ""batch"": {""values"": [""b1"", ""b1"", ""b1"", ""b2"", ""b2"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b1"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b3"", ""b3"", ""b3"", ""b2""], ""type"": ""categorical"", ""colors"": {""b1"": ""#636EFA"", ""b2"": ""#EF553B"", ""b3"": ""#00CC96""}}}"
ENSMUSG00000038296	10.4409502161951	10.3870836044243	10.3240142371607	10.4317480494345	10.508214825664	10.3998066376307	10.3059410810227	10.3117361635384	10.3388969732392	10.3218137868257	10.3214315755223	10.3836228287124	6.43683473906437	6.11360540333528	6.39953428290486	6.53385391061224	6.58509571021136	6.6155208789189	6.26442844704683	6.15896876140075	6.29047841414224	6.32049826794903	6.10397810935215	6.42091153427229	"{""Condition_genotype"": {""values"": [""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO""], ""type"": ""categorical"", ""colors"": {""KO"": ""#636EFA"", ""WT"": ""#EF553B""}}, ""Condition_treatment"": {""values"": [""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated""], ""type"": ""categorical"", ""colors"": {""Control"": ""#636EFA"", ""Treated"": ""#EF553B""}}, ""Condition_time"": {""values"": [""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H""], ""type"": ""categorical"", ""colors"": {""16H"": ""#636EFA"", ""1H"": ""#EF553B""}}, ""batch"": {""values"": [""b1"", ""b1"", ""b1"", ""b2"", ""b2"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b1"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b3"", ""b3"", ""b3"", ""b2""], ""type"": ""categorical"", ""colors"": {""b1"": ""#636EFA"", ""b2"": ""#EF553B"", ""b3"": ""#00CC96""}}}"
ENSMUSG00000043753	8.6588503295891	8.60939690041076	8.7735072855933	8.18564390646738	8.32708118090604	8.4333685164748	8.96321777448523	9.17216093300742	9.08315770322113	8.48014757405682	8.44270568027209	8.38414480361887	4.45529019005668	4.79153350625515	4.75400593165997	4.74456072432221	4.76585502987833	4.95019151255524	5.0015907569963	4.76415396165138	5.11083956339053	4.86602723891085	5.01144322630228	4.96217993236651	"{""Condition_genotype"": {""values"": [""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO""], ""type"": ""categorical"", ""colors"": {""KO"": ""#636EFA"", ""WT"": ""#EF553B""}}, ""Condition_treatment"": {""values"": [""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated""], ""type"": ""categorical"", ""colors"": {""Control"": ""#636EFA"", ""Treated"": ""#EF553B""}}, ""Condition_time"": {""values"": [""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H""], ""type"": ""categorical"", ""colors"": {""16H"": ""#636EFA"", ""1H"": ""#EF553B""}}, ""batch"": {""values"": [""b1"", ""b1"", ""b1"", ""b2"", ""b2"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b1"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b3"", ""b3"", ""b3"", ""b2""], ""type"": ""categorical"", ""colors"": {""b1"": ""#636EFA"", ""b2"": ""#EF553B"", ""b3"": ""#00CC96""}}}"
ENSMUSG00000046259	8.04256206108083	8.28698568301307	8.15212663842125	5.3221815725008	4.91427110036316	5.0212702192726	8.09254508088159	8.22862721956529	7.93185262047189	5.12082142006291	4.76550387799309	4.99378380976179	9.04840331184643	9.05677040194227	9.09788754666117	5.21316632193795	4.89365542222484	5.30438552956753	9.12318891783356	9.28646148378461	9.13169541069409	4.86602723891085	5.23708751334155	5.03960924343315	"{""Condition_genotype"": {""values"": [""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO""], ""type"": ""categorical"", ""colors"": {""KO"": ""#636EFA"", ""WT"": ""#EF553B""}}, ""Condition_treatment"": {""values"": [""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated""], ""type"": ""categorical"", ""colors"": {""Control"": ""#636EFA"", ""Treated"": ""#EF553B""}}, ""Condition_time"": {""values"": [""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H""], ""type"": ""categorical"", ""colors"": {""16H"": ""#636EFA"", ""1H"": ""#EF553B""}}, ""batch"": {""values"": [""b1"", ""b1"", ""b1"", ""b2"", ""b2"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b1"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b3"", ""b3"", ""b3"", ""b2""], ""type"": ""categorical"", ""colors"": {""b1"": ""#636EFA"", ""b2"": ""#EF553B"", ""b3"": ""#00CC96""}}}"
ENSMUSG00000000416	10.51012003148	10.5083468930106	10.4842674451224	9.6971220033713	9.45887523569739	9.62553722439268	10.5209268067106	10.5419360823633	10.4997971701316	9.98541910105966	9.92171444372565	9.93848781782196	7.34210270564241	7.30504168684018	7.33724996951448	6.16329993738804	6.41220278673473	6.22508065664247	7.33864808834911	7.22556919738818	7.25892620047778	6.0690680738291	6.10397810935215	6.12541978531881	"{""Condition_genotype"": {""values"": [""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO""], ""type"": ""categorical"", ""colors"": {""KO"": ""#636EFA"", ""WT"": ""#EF553B""}}, ""Condition_treatment"": {""values"": [""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated""], ""type"": ""categorical"", ""colors"": {""Control"": ""#636EFA"", ""Treated"": ""#EF553B""}}, ""Condition_time"": {""values"": [""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H""], ""type"": ""categorical"", ""colors"": {""16H"": ""#636EFA"", ""1H"": ""#EF553B""}}, ""batch"": {""values"": [""b1"", ""b1"", ""b1"", ""b2"", ""b2"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b1"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b3"", ""b3"", ""b3"", ""b2""], ""type"": ""categorical"", ""colors"": {""b1"": ""#636EFA"", ""b2"": ""#EF553B"", ""b3"": ""#00CC96""}}}"
ENSMUSG00000005320	9.11502522906674	8.97717347962936	9.11763942334331	9.23203413025922	9.20035918449504	8.90868741628997	8.98533232135739	8.8493469908374	8.9292391977652	9.7137148481925	9.70638598933979	9.76125853891148	5.75689671101328	5.86723227032584	5.62036990679532	5.681097458638	5.79788643573726	5.60824827606588	5.61132085303281	5.65797676577332	5.32897589080117	6.02518310349275	6.12939122865637	5.81513339429793	"{""Condition_genotype"": {""values"": [""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO""], ""type"": ""categorical"", ""colors"": {""KO"": ""#636EFA"", ""WT"": ""#EF553B""}}, ""Condition_treatment"": {""values"": [""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated""], ""type"": ""categorical"", ""colors"": {""Control"": ""#636EFA"", ""Treated"": ""#EF553B""}}, ""Condition_time"": {""values"": [""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H""], ""type"": ""categorical"", ""colors"": {""16H"": ""#636EFA"", ""1H"": ""#EF553B""}}, ""batch"": {""values"": [""b1"", ""b1"", ""b1"", ""b2"", ""b2"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b1"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b3"", ""b3"", ""b3"", ""b2""], ""type"": ""categorical"", ""colors"": {""b1"": ""#636EFA"", ""b2"": ""#EF553B"", ""b3"": ""#00CC96""}}}"
ENSMUSG00000022096	9.5736860260251	9.57873644624209	9.62582914390301	9.58651969843165	9.53929390311756	9.43418475590148	9.51661807382499	9.36051930712237	9.41061455344035	9.77136731372472	9.73599074571005	9.7440112704355	6.24259754115595	6.21963186134612	5.99297342860806	6.03907216024049	6.1897979561559	6.37991888112616	6.40757683654495	6.36537837145388	5.90172034174191	5.80330165821348	5.87756177656298	5.7290404699519	"{""Condition_genotype"": {""values"": [""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""WT"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO"", ""KO""], ""type"": ""categorical"", ""colors"": {""KO"": ""#636EFA"", ""WT"": ""#EF553B""}}, ""Condition_treatment"": {""values"": [""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Control"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated"", ""Treated""], ""type"": ""categorical"", ""colors"": {""Control"": ""#636EFA"", ""Treated"": ""#EF553B""}}, ""Condition_time"": {""values"": [""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H"", ""1H"", ""1H"", ""1H"", ""16H"", ""16H"", ""16H""], ""type"": ""categorical"", ""colors"": {""16H"": ""#636EFA"", ""1H"": ""#EF553B""}}, ""batch"": {""values"": [""b1"", ""b1"", ""b1"", ""b2"", ""b2"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b1"", ""b2"", ""b1"", ""b3"", ""b3"", ""b1"", ""b1"", ""b1"", ""b3"", ""b3"", ""b3"", ""b2""], ""type"": ""categorical"", ""colors"": {""b1"": ""#636EFA"", ""b2"": ""#EF553B"", ""b3"": ""#00CC96""}}}"
