sample_id	bin_centre	density	group	q1	median	q3	p05	p95	floor_share
Sample1	4.845030106010202	0.22775312256942856	WT	5.0172398858772	6.96734835978586	10.567335213731	4.73759404411835	12.7318869221487	0.3020723568668774
Sample1	5.068813294419167	0.06597428741364322	WT	5.0172398858772	6.96734835978586	10.567335213731	4.73759404411835	12.7318869221487	0.3020723568668774
Sample1	5.292596482828132	0.05760168367113511	WT	5.0172398858772	6.96734835978586	10.567335213731	4.73759404411835	12.7318869221487	0.3020723568668774
Sample1	5.516379671237096	0.04131399551631056	WT	5.0172398858772	6.96734835978586	10.567335213731	4.73759404411835	12.7318869221487	0.3020723568668774
Sample1	5.740162859646061	0.027725671409617056	WT	5.0172398858772	6.96734835978586	10.567335213731	4.73759404411835	12.7318869221487	0.3020723568668774
Sample1	5.963946048055025	0.02260145491147001	WT	5.0172398858772	6.96734835978586	10.567335213731	4.73759404411835	12.7318869221487	0.3020723568668774
Sample1	6.18772923646399	0.017751750011437983	WT	5.0172398858772	6.96734835978586	10.567335213731	4.73759404411835	12.7318869221487	0.3020723568668774
Sample1	6.411512424872955	0.01564716109255616	WT	5.0172398858772	6.96734835978586	10.567335213731	4.73759404411835	12.7318869221487	0.3020723568668774
Sample1	6.635295613281919	0.011987006451022556	WT	5.0172398858772	6.96734835978586	10.567335213731	4.73759404411835	12.7318869221487	0.3020723568668774
Sample1	6.859078801690884	0.011758246785926706	WT	5.0172398858772	6.96734835978586	10.567335213731	4.73759404411835	12.7318869221487	0.3020723568668774
Sample1	7.082861990099849	0.011529487120830855	WT	5.0172398858772	6.96734835978586	10.567335213731	4.73759404411835	12.7318869221487	0.3020723568668774
Sample1	7.306645178508813	0.009882417532140733	WT	5.0172398858772	6.96734835978586	10.567335213731	4.73759404411835	12.7318869221487	0.3020723568668774
