row_id	sample_id	subject_id	locus	IGHV1-18	IGHV1-2	IGHV1-24	IGHV1-3	IGHV1-45	IGHV1-46	IGHV1-58	IGHV1-69	IGHV1-69-2	IGHV1-8	IGHV1/OR15-1	IGHV2-26	IGHV2-5	IGHV2-70	IGHV3-11	IGHV3-13	IGHV3-15	IGHV3-20	IGHV3-21	IGHV3-23	IGHV3-30	IGHV3-30-3	IGHV3-30-5	IGHV3-33	IGHV3-35	IGHV3-43	IGHV3-48	IGHV3-49	IGHV3-52	IGHV3-53	IGHV3-64	IGHV3-66	IGHV3-69-1	IGHV3-7	IGHV3-72	IGHV3-73	IGHV3-74	IGHV3-9	IGHV3-NL1	IGHV3/OR16-17	IGHV4-28	IGHV4-30-2	IGHV4-30-4	IGHV4-31	IGHV4-34	IGHV4-38-2	IGHV4-39	IGHV4-4	IGHV4-59	IGHV4-61	IGHV4/OR15-8	IGHV5-10-1	IGHV5-51	IGHV6-1	IGHV7-4-1
SRR1383451	SRR1383451	M4	IGH	0.0480797856504912	0.0689937481393272	0.0049866031557011	0.00893122953259899	0.00275379577255135	0.0250818696040488	0.00327478416195296	0.0625186067281929	0.0	0.0201696933611194	0.0	0.00714498362607919	0.0666865138434058	0.0349806490026794	0.0280589461149152	0.00387019946412623	0.0207651086632926	0.000372134563858291	0.0262727002083954	0.0316314379279547	0.0749479011610598	0.00260494194700804	0.000223280738314975	0.0410836558499553	0.0	0.000893122953259899	0.0177880321524263	0.0127270020839536	0.0	0.00297707651086633	0.00394462637689789	0.0201696933611194	0.0	0.0166716284608514	0.00707055671330753	0.00900565644537065	0.0271658231616553	0.0510568621613575	0.0	0.0	0.0	0.000297707651086633	0.0259005656445371	0.00104197677880322	0.00602857993450432	0.000148853825543316	0.0168204822863948	0.0142155403393867	0.0477076510866329	0.032226853230128	0.0	0.0	0.0742780589461149	0.00654956832390592	0.0218815123548675
SRR1383452	SRR1383452	M4	IGH	0.0478484264611432	0.070407835581246	0.00505780346820809	0.00963391136801541	0.00232819524727039	0.0187861271676301	0.00385356454720617	0.0671965317919075	0.0	0.0203917790622993	0.0	0.00971419396274888	0.0597302504816956	0.0300256904303147	0.0267341040462428	0.00505780346820809	0.0206326268464997	0.000561978163134232	0.0274566473988439	0.0306679511881824	0.0778741168914579	0.00208734746307001	0.000321130378933847	0.0439948619139371	0.0	0.00088310854206808	0.0191072575465639	0.0111592806679512	0.0	0.00240847784200385	0.00337186897880539	0.019990366088632	0.0	0.0182241490044958	0.00594091201027617	0.0136480411046885	0.0255298651252408	0.0513808606294155	0.0	0.0	0.0000802825947334618	0.000160565189466924	0.0260918432883751	0.00088310854206808	0.00682402055234425	0.0	0.0178227360308285	0.0138086062941554	0.0508991650610148	0.0296242774566474	0.0	0.0	0.0761078998073218	0.00682402055234425	0.0188664097623635
SRR1383453	SRR1383453	M4	IGH	0.0466380079487387	0.0810284694622435	0.00600210884905507	0.00835428664125233	0.0026766161083624	0.0223862438153946	0.0037310406358991	0.0662665260767297	0.0	0.022791791710601	0.0000811095790412848	0.00738097169275691	0.0633465812312434	0.0358504339362479	0.0309027496147295	0.00340660231973396	0.0184929840214129	0.000648876632330278	0.0269283802417065	0.0307405304566469	0.0797307161975829	0.00389325979398167	0.000811095790412848	0.0425825289966745	0.0	0.000729986211371563	0.0188174223375781	0.0124097655933166	0.0	0.00186552031794955	0.00405547895206424	0.0184929840214129	0.0	0.0163841349663395	0.00624543758617893	0.0124097655933166	0.0246573120285506	0.0541000892205369	0.0	0.0	0.00016221915808257	0.0000811095790412848	0.0300105442452754	0.00137886284370184	0.00462324600535323	0.0	0.0107875740124909	0.0103009165382432	0.0490712953199773	0.0203585043393625	0.0	0.0	0.0698353475545462	0.00843539622029362	0.0201151756022386
SRR1383456	SRR1383456	M4	IGH	0.037037037037037	0.0740740740740741	0.0	0.0	0.0	0.0	0.0	0.0740740740740741	0.0	0.037037037037037	0.0	0.0	0.0740740740740741	0.0	0.037037037037037	0.0	0.037037037037037	0.0	0.0	0.037037037037037	0.0740740740740741	0.037037037037037	0.0	0.037037037037037	0.0	0.0	0.037037037037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0740740740740741	0.0	0.0	0.0740740740740741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0740740740740741	0.0740740740740741	0.0	0.037037037037037	0.0	0.0	0.0740740740740741	0.0	0.0
SRR1383463	SRR1383463	M5	IGH	0.028522788363897	0.0373932262110985	0.00480855384982976	0.0188160802819425	0.000268801146884893	0.0310614658622543	0.0089003046412998	0.150439041873245	0.00134400573442447	0.0211755570157099	0.0	0.0162774027835852	0.063078669135655	0.038737231945523	0.0245505047488203	0.00516695537900962	0.0157398004898154	0.000866137028851323	0.0410071082969954	0.0312705334209426	0.057135177110089	0.0179798100471895	0.000119467176393286	0.032704139537662	0.0	0.0015232064990144	0.0138880592557195	0.00424108476196165	0.0	0.00857176990621827	0.000448001911474822	0.0000298667940983215	0.000238934352786572	0.0190848814288274	0.00376321605638851	0.00489815423212472	0.0145749955199809	0.0273281165999642	0.0000298667940983215	0.0	0.000059733588196643	0.0237739681022639	0.045337793441252	0.00173227405770265	0.0101547099934293	0.0	0.0158592676662087	0.0181590108117795	0.0421121796786333	0.0175019413416164	0.0	0.0	0.0329729406845469	0.00349441490950361	0.0428588495310913
SRR1383464	SRR1383464	M5	IGH	0.0285759897828863	0.0367975734355045	0.00510855683269476	0.0185983397190294	0.000199553001277139	0.0325670498084291	0.00722381864623244	0.181313856960409	0.00175606641123883	0.0237068965517241	0.0000399106002554278	0.0131704980842912	0.0637771392081737	0.0354007024265645	0.021831098339719	0.00594667943805875	0.013809067688378	0.000798212005108557	0.0377554278416347	0.0234674329501916	0.0640565134099617	0.0203144955300128	0.000159642401021711	0.0344428480204342	0.0	0.00147669220945083	0.0113745210727969	0.00331257982120051	0.0000399106002554278	0.00674489144316731	0.000159642401021711	0.0	0.000239463601532567	0.0122924648786718	0.00411079182630907	0.00379150702426564	0.0154454022988506	0.0217512771392082	0.0	0.0	0.0	0.023507343550447	0.040948275862069	0.00127713920817369	0.00590676883780332	0.0	0.00738346104725415	0.0131305874840358	0.0380747126436782	0.0148467432950192	0.0000798212005108557	0.0	0.0433828224776501	0.00355204342273308	0.0563537675606641
SRR1383465	SRR1383465	M5	IGH	0.0309856536423636	0.0408390915006352	0.00480277631456636	0.0188702630681994	0.000247885229138909	0.0344250611966659	0.00762247079602144	0.158274718805193	0.00210702444768072	0.025656121215877	0.0	0.0159266259721749	0.0674867536330679	0.0400644501595761	0.02726737520528	0.00607318811390326	0.016701267313234	0.000650698726489635	0.0404982493105692	0.0325969076317665	0.0654417004926719	0.0202336318284634	0.000278870882781272	0.0335264772410374	0.0000619713072847272	0.00130139745297927	0.0154928268211818	0.00387320670529545	0.0	0.00690980076224708	0.000216899575496545	0.0	0.000123942614569454	0.0170111238496576	0.00390419235893781	0.00439996281721563	0.0112787779258203	0.0258730207913736	0.0	0.0000309856536423636	0.0000929569609270908	0.0222476993152171	0.0377095404827565	0.00142534006754872	0.00827316952251108	0.0	0.00802528429337217	0.0140055154463483	0.037244755678121	0.0159576116258172	0.0	0.0	0.028289901775478	0.00340842190065999	0.0422644315681839
SRR1383466	SRR1383466	M5	IGH	0.0506072874493927	0.0566801619433198	0.00607287449392713	0.0222672064777328	0.00202429149797571	0.0202429149797571	0.00202429149797571	0.117408906882591	0.0	0.0242914979757085	0.0	0.00809716599190283	0.0769230769230769	0.0242914979757085	0.0161943319838057	0.00202429149797571	0.01417004048583	0.00202429149797571	0.0283400809716599	0.0161943319838057	0.0789473684210526	0.0242914979757085	0.0	0.0242914979757085	0.0	0.00202429149797571	0.00404858299595142	0.00809716599190283	0.0	0.00607287449392713	0.00202429149797571	0.00202429149797571	0.0	0.0465587044534413	0.00202429149797571	0.0	0.0121457489878543	0.0161943319838057	0.0	0.0	0.0	0.0202429149797571	0.0283400809716599	0.0	0.00809716599190283	0.0	0.0182186234817814	0.0101214574898785	0.0506072874493927	0.0587044534412955	0.0	0.00202429149797571	0.0546558704453441	0.00202429149797571	0.0283400809716599
SRR1383467	SRR1383467	M5	IGH	0.0480132450331126	0.0463576158940397	0.0165562913907285	0.00662251655629139	0.0	0.0397350993377483	0.00662251655629139	0.147350993377483	0.0	0.0198675496688742	0.0	0.00496688741721854	0.0794701986754967	0.0182119205298013	0.0165562913907285	0.00165562913907285	0.0165562913907285	0.0033112582781457	0.0364238410596026	0.0198675496688742	0.0695364238410596	0.0248344370860927	0.00165562913907285	0.0231788079470199	0.0	0.00165562913907285	0.00496688741721854	0.0033112582781457	0.0	0.00993377483443709	0.00165562913907285	0.0	0.0	0.021523178807947	0.00662251655629139	0.0033112582781457	0.0298013245033113	0.0231788079470199	0.0	0.0	0.0	0.0231788079470199	0.0264900662251656	0.00165562913907285	0.00496688741721854	0.0	0.0248344370860927	0.0182119205298013	0.043046357615894	0.0447019867549669	0.0	0.0	0.043046357615894	0.0033112582781457	0.0132450331125828
SRR1383468	SRR1383468	M5	IGH	0.0427350427350427	0.0564102564102564	0.00341880341880342	0.011965811965812	0.00341880341880342	0.0222222222222222	0.00854700854700855	0.131623931623932	0.0	0.0153846153846154	0.0	0.00341880341880342	0.0547008547008547	0.0188034188034188	0.0222222222222222	0.00170940170940171	0.0153846153846154	0.00170940170940171	0.0256410256410256	0.0358974358974359	0.0888888888888889	0.0290598290598291	0.0	0.0188034188034188	0.0	0.00170940170940171	0.0136752136752137	0.00512820512820513	0.0	0.00341880341880342	0.00170940170940171	0.0	0.0	0.0393162393162393	0.00512820512820513	0.0	0.0239316239316239	0.0256410256410256	0.0	0.0	0.0	0.0239316239316239	0.0205128205128205	0.0	0.00683760683760684	0.0	0.0376068376068376	0.011965811965812	0.0393162393162393	0.0427350427350427	0.0	0.0	0.064957264957265	0.00170940170940171	0.0188034188034188
